county_prec,pct_obama,pct_romney,obama,romney
043_073,0.3564356435643564,0.5965346534653465,144.0,241.0
043_074,0.41055456171735244,0.5536672629695886,459.0,619.0
043_075,0.42782152230971127,0.5406824146981627,163.0,206.0
043_076,0.5069860279441117,0.4560878243512974,508.0,457.0
043_078,0.3615023474178404,0.5305164319248826,77.0,113.0
043_079,0.4556213017751479,0.47928994082840237,77.0,81.0
043_080,0.4013605442176871,0.5591836734693878,295.0,411.0
043_081,0.4015384615384615,0.5661538461538461,261.0,368.0
043_082,0.4489247311827957,0.5013440860215054,334.0,373.0
043_083,0.34149484536082475,0.634020618556701,265.0,492.0
043_084,0.43655589123867067,0.5196374622356495,289.0,344.0
043_085,0.3985714285714286,0.54,279.0,378.0
043_086,0.4116022099447514,0.5524861878453039,298.0,400.0
049_001,0.7286914765906363,0.2184873949579832,607.0,182.0
049_002,0.6625766871165644,0.25766871165644173,108.0,42.0
049_003,0.8745519713261649,0.1111111111111111,244.0,31.0
049_004,0.7361111111111112,0.2361111111111111,53.0,17.0
049_005,0.7591973244147158,0.20735785953177258,454.0,124.0
049_006,0.9236111111111112,0.027777777777777776,133.0,4.0
049_007,0.7640750670241286,0.1742627345844504,285.0,65.0
049_008,0.7857142857142857,0.16541353383458646,627.0,132.0
049_009,0.7593220338983051,0.19322033898305085,672.0,171.0
049_010,0.7125534950071327,0.25392296718972895,999.0,356.0
049_011,0.8135198135198135,0.13908313908313907,1047.0,179.0
049_012,0.7666263603385731,0.19347037484885127,634.0,160.0
049_013,0.7778702163061564,0.18635607321131448,935.0,224.0
049_014,0.75390625,0.22265625,386.0,114.0
049_015,0.33828382838283827,0.5957095709570958,205.0,361.0
049_016,0.41452991452991456,0.5341880341880342,97.0,125.0
049_017,0.7346938775510204,0.22448979591836735,216.0,66.0
049_018,0.2992,0.6336,187.0,396.0
049_019,0.4358974358974359,0.5230769230769231,85.0,102.0
049_020,0.8513513513513513,0.11261261261261261,756.0,100.0
049_021,0.7914691943127962,0.16824644549763032,1002.0,213.0
049_022,0.7860635696821516,0.17970660146699266,643.0,147.0
049_023,0.7461538461538462,0.22115384615384615,388.0,115.0
049_024,0.8382559774964838,0.11251758087201125,596.0,80.0
049_025,0.8809034907597536,0.07392197125256673,429.0,36.0
049_026,0.8517520215633423,0.09433962264150944,316.0,35.0
049_027,0.8410513141426783,0.10387984981226533,672.0,83.0
049_028,0.8082788671023965,0.16339869281045752,371.0,75.0
049_029,0.7083333333333334,0.2570921985815603,799.0,290.0
049_030,0.7638418079096045,0.20225988700564973,676.0,179.0
049_031,0.7777777777777778,0.16296296296296298,315.0,66.0
049_032,0.8223748773307163,0.1256133464180569,838.0,128.0
049_033,0.8525280898876404,0.11095505617977527,607.0,79.0
049_034,0.811534500514933,0.1462409886714727,788.0,142.0
049_035,0.8063492063492064,0.13333333333333333,254.0,42.0
049_036,0.7800925925925926,0.16666666666666666,337.0,72.0
049_037,0.8062593144560357,0.14157973174366617,541.0,95.0
049_038,0.7756613756613756,0.19047619047619047,733.0,180.0
049_039,0.7796610169491526,0.17627118644067796,460.0,104.0
049_040,0.7792792792792793,0.19369369369369369,173.0,43.0
049_041,0.8041958041958042,0.15734265734265734,230.0,45.0
049_042,0.8496868475991649,0.10438413361169102,407.0,50.0
049_043,0.832183908045977,0.12643678160919541,362.0,55.0
049_044,0.8617157490396927,0.10243277848911651,673.0,80.0
049_045,0.7637614678899083,0.18807339449541285,333.0,82.0
049_046,0.7421203438395415,0.2148997134670487,259.0,75.0
049_047,0.8143564356435643,0.15965346534653466,658.0,129.0
049_048,0.7990264255910987,0.1689847009735744,1149.0,243.0
049_049,0.75748031496063,0.19370078740157481,481.0,123.0
